id,CERTLEVP,PGMCIPAP,PGM_P034,PGM_P036,PGM_280A,PGM_280B,PGM_280C,PGM_280F,PGM_P401,STULOANS,DBTOTGRD,SCHOLARP,PREVLEVP,HLOSGRDP,GRADAGEP,GENDER2,CTZSHIPP,VISBMINP,DDIS_FL,PAR1GRD,PAR2GRD,BEF_P140,BEF_160,overqualified
4650,3.0,5.0,1.0,6.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,9.0,3.0,4.0,1
3545,2.0,5.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,9.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0
6481,2.0,10.0,,6.0,2.0,1.0,9.0,2.0,2.0,2.0,,6.0,9.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0
10919,2.0,5.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,0
11403,1.0,5.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,9.0,1.0,,1.0,1.0,2.0,2.0,6.0,2.0,1.0,6.0,0
3135,2.0,6.0,2.0,1.0,2.0,,2.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0
6211,9.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1
9710,1.0,8.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,1.0,1.0,Male,9.0,1.0,2.0,1.0,1.0,1.0,2.0,0
7046,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,9.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,99.0,1
6461,3.0,5.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,6.0,6.0,3.0,9.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1
998,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0
2098,3.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,4.0,Male,,1.0,2.0,1.0,6.0,1.0,,1
6922,2.0,10.0,,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,9.0,3.0,3.0,0
10904,2.0,,,6.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,3.0,2.0,1
4461,1.0,5.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,,6.0,6.0,6.0,1.0,3.0,,3.0,,2.0,2.0,9.0,4.0,4.0,1
409,3.0,10.0,2.0,4.0,,2.0,2.0,1.0,1.0,,6.0,6.0,6.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,,1.0,6.0,1
12352,2.0,4.0,2.0,1.0,2.0,2.0,6.0,,1.0,1.0,9.0,6.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1
7110,1.0,2.0,1.0,6.0,2.0,2.0,,9.0,2.0,2.0,6.0,6.0,,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,0
9051,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,Yes,1.0,1.0,1.0,3.0,3.0,1
7239,2.0,2.0,1.0,6.0,2.0,2.0,,1.0,,9.0,9.0,9.0,6.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,,3.0,2.0,1
1859,1.0,9.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,1.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,99.0,0
11445,2.0,5.0,1.0,6.0,2.0,9.0,9.0,1.0,6.0,1.0,9.0,9.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,0
10618,1.0,7.0,1.0,,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1
10860,9.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,6.0,6.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,9.0,3.0,2.0,0
4833,3.0,7.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1
7434,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,9.0,9.0,6.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,5.0,0
7741,,1.0,9.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,2.0,Female,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1
11253,2.0,5.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,1.0,3.0,2.0,6.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,0
3117,,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,6.0,0
12534,1.0,9.0,2.0,3.0,2.0,6.0,2.0,1.0,3.0,2.0,6.0,6.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,6.0,1
8977,2.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,0
12392,3.0,7.0,1.0,6.0,6.0,1.0,1.0,2.0,3.0,2.0,9.0,6.0,3.0,3.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,4.0,0
3529,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,,1.0,,2.0,2.0,1.0,2.0,1.0,9.0,1.0,6.0,1
1947,3.0,4.0,1.0,6.0,2.0,9.0,2.0,9.0,1.0,1.0,6.0,9.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,99.0,1
2874,2.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,9.0,1.0,0
9716,2.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,,1.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1
8777,1.0,2.0,1.0,6.0,1.0,9.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1
4291,2.0,6.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,9.0,2.0,1.0,2.0,9.0,Yes,2.0,1.0,1.0,1.0,4.0,0
11078,3.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1
2256,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,3.0,,,,2.0,1.0,1.0,9.0,2.0,1
526,3.0,10.0,2.0,1.0,6.0,2.0,,1.0,3.0,2.0,9.0,6.0,2.0,9.0,3.0,1.0,1.0,2.0,2.0,1.0,9.0,1.0,99.0,1
7983,,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,6.0,6.0,1.0,1.0,2.0,3.0,9.0,,2.0,2.0,3.0,1.0,0
9042,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,1
1525,2.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,9.0,3.0,3.0,4.0,1.0,3.0,,2.0,,2.0,4.0,6.0,0
3847,3.0,5.0,1.0,6.0,2.0,,2.0,9.0,2.0,6.0,6.0,1.0,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,6.0,1
5603,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,,,1.0,6.0,1.0,3.0,1.0,0
9688,1.0,4.0,2.0,1.0,2.0,2.0,,1.0,3.0,2.0,6.0,6.0,3.0,9.0,4.0,2.0,3.0,1.0,2.0,9.0,1.0,1.0,6.0,0
7445,1.0,99.0,1.0,6.0,9.0,2.0,2.0,1.0,9.0,1.0,0.0,6.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0
8962,2.0,5.0,1.0,6.0,2.0,2.0,9.0,6.0,6.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,9.0,With disability,2.0,1.0,2.0,5.0,0
12119,,,,6.0,2.0,9.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,3.0,,2.0,1.0,2.0,3.0,9.0,,6.0,0
6280,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,2.0,2.0,3.0,2.0,9.0,1.0,2.0,1.0,1.0,9.0,1.0,1
6229,2.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,,2.0,3.0,9.0,99.0,0
9470,1.0,7.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0
3433,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
8025,3.0,4.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,,9.0,3.0,1.0,1.0,3.0,,2.0,9.0,9.0,3.0,1.0,1
7198,5.0,7.0,1.0,,2.0,2.0,2.0,1.0,3.0,9.0,2.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0
2744,,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,9.0,3.0,2.0,Female,3.0,1.0,2.0,2.0,,3.0,2.0,0
6921,2.0,8.0,1.0,6.0,2.0,,,1.0,1.0,2.0,3.0,6.0,9.0,9.0,2.0,1.0,3.0,,2.0,2.0,2.0,,5.0,1
2594,9.0,10.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,2.0,,2.0,,9.0,1.0,4.0,6.0,0
4734,3.0,5.0,2.0,,2.0,1.0,2.0,9.0,1.0,1.0,2.0,6.0,9.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,1
6102,2.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,99.0,1
3920,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,6.0,0
6161,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,,1
6384,,5.0,1.0,6.0,2.0,2.0,9.0,1.0,1.0,2.0,9.0,,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,0
12023,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,9.0,,9.0,2.0,,1.0,6.0,9.0,9.0,6.0,1
8726,2.0,9.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0
7987,3.0,99.0,1.0,6.0,2.0,2.0,1.0,2.0,,1.0,9.0,6.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0
4847,1.0,5.0,1.0,6.0,2.0,1.0,,2.0,2.0,9.0,9.0,9.0,6.0,1.0,2.0,,3.0,,2.0,3.0,3.0,1.0,2.0,0
2660,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,9.0,2.0,6.0,6.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,1.0,3.0,1
3204,4.0,5.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,9.0,,4.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,6.0,1
12495,2.0,8.0,1.0,9.0,9.0,2.0,,1.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,Male,1.0,2.0,1.0,2.0,1.0,3.0,4.0,0
3314,1.0,99.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,9.0,,1.0,6.0,1
6637,2.0,8.0,1.0,6.0,2.0,9.0,2.0,1.0,2.0,1.0,6.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0
249,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,9.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,,3.0,2.0,3.0,1.0,1
1959,2.0,4.0,9.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,0
4158,9.0,5.0,,6.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,1.0,4.0,2.0,9.0,2.0,2.0,3.0,3.0,4.0,3.0,1
8303,2.0,9.0,1.0,6.0,2.0,,,1.0,2.0,1.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,4.0,1
5523,2.0,4.0,1.0,9.0,9.0,9.0,2.0,,1.0,1.0,9.0,9.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,0
5855,3.0,5.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,0
1474,1.0,9.0,9.0,,2.0,,2.0,1.0,3.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,,2.0,3.0,3.0,1.0,99.0,0
11735,1.0,2.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,9.0,3.0,5.0,0
12228,3.0,5.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,4.0,0
11376,2.0,5.0,,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,4.0,1
7990,3.0,9.0,9.0,6.0,2.0,6.0,2.0,1.0,9.0,2.0,6.0,6.0,3.0,3.0,4.0,2.0,,1.0,2.0,9.0,9.0,,6.0,1
339,3.0,5.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1
2709,1.0,2.0,1.0,6.0,2.0,9.0,2.0,1.0,1.0,1.0,6.0,6.0,,1.0,6.0,2.0,1.0,1.0,1.0,,,3.0,3.0,0
10007,3.0,8.0,1.0,6.0,2.0,,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,9.0,1.0,3.0,3.0,1
8165,2.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,0
7589,2.0,6.0,,6.0,2.0,2.0,2.0,1.0,,1.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,3.0,4.0,0
9893,9.0,8.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,9.0,9.0,1.0,3.0,,9.0,2.0,9.0,9.0,9.0,99.0,0
10817,1.0,4.0,1.0,6.0,2.0,2.0,2.0,9.0,2.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0
2719,1.0,5.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,,9.0,2.0,,3.0,9.0,2.0,0
23,3.0,4.0,1.0,6.0,2.0,,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,0
7702,2.0,8.0,1.0,9.0,6.0,9.0,2.0,1.0,,6.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,0
3632,3.0,5.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,,6.0,6.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,,9.0,6.0,1
10362,2.0,,1.0,6.0,2.0,2.0,2.0,9.0,6.0,2.0,6.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,99.0,0
3236,2.0,5.0,2.0,4.0,2.0,9.0,,1.0,2.0,2.0,6.0,6.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,0
720,2.0,8.0,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,,,1.0,9.0,3.0,2.0,1
4418,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,,2.0,9.0,2.0,2.0,6.0,1.0,,3.0,1
9781,,10.0,1.0,6.0,2.0,2.0,2.0,9.0,,1.0,6.0,6.0,1.0,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,99.0,0
4978,1.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,99.0,0
156,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,9.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,0
8281,1.0,5.0,1.0,6.0,2.0,,2.0,1.0,1.0,1.0,9.0,9.0,6.0,,4.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,0
8353,2.0,5.0,1.0,6.0,2.0,2.0,2.0,,1.0,2.0,9.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,2.0,1
3255,2.0,8.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,6.0,,6.0,6.0,2.0,2.0,1.0,9.0,1.0,1.0,6.0,6.0,,,0
4753,1.0,10.0,1.0,6.0,2.0,2.0,,1.0,2.0,2.0,6.0,6.0,6.0,1.0,,2.0,1.0,2.0,1.0,2.0,6.0,3.0,4.0,0
12291,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,6.0,0
2419,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,1
329,2.0,8.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,9.0,6.0,6.0,6.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,9.0,3.0,2.0,1
71,2.0,,1.0,6.0,2.0,2.0,,1.0,1.0,2.0,9.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0
6224,1.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,2.0,9.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,0
3242,2.0,9.0,9.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,Female,1.0,2.0,2.0,3.0,2.0,3.0,3.0,0
4706,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,6.0,1
6457,2.0,9.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,9.0,9.0,2.0,2.0,2.0,1.0,3.0,2.0,0
3515,9.0,4.0,9.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0
3958,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,5.0,1
945,2.0,5.0,1.0,9.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,3.0,6.0,9.0,1.0,Female,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0
6267,1.0,,,6.0,2.0,2.0,2.0,1.0,1.0,2.0,,6.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1
3370,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,1.0,6.0,1
4144,1.0,10.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,Female,1.0,2.0,1.0,1.0,,1.0,6.0,0
5595,3.0,,1.0,,9.0,,2.0,1.0,1.0,1.0,9.0,6.0,3.0,3.0,2.0,1.0,2.0,1.0,,1.0,6.0,1.0,3.0,1
10407,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,9.0,9.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,0
7210,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,,2.0,1.0,9.0,2.0,2.0,1.0,3.0,3.0,0
6590,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1
3077,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,,9.0,9.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,0
210,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,,6.0,6.0,6.0,2.0,,9.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1
1721,4.0,8.0,1.0,,6.0,2.0,2.0,1.0,6.0,1.0,6.0,6.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,3.0,0
1675,3.0,99.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,3.0,3.0,4.0,Female,1.0,2.0,1.0,2.0,,9.0,6.0,0
7821,2.0,4.0,1.0,9.0,2.0,2.0,2.0,,1.0,6.0,6.0,6.0,6.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0
10501,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,,9.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,6.0,3.0,99.0,1
6107,2.0,,1.0,6.0,2.0,6.0,2.0,1.0,9.0,1.0,4.0,6.0,6.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,6.0,0
7960,2.0,5.0,2.0,1.0,2.0,2.0,2.0,,,1.0,6.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1
10110,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,2.0,9.0,3.0,99.0,0
3840,4.0,99.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,9.0,3.0,1.0,0
11577,1.0,7.0,9.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,,,3.0,6.0,1
1763,3.0,1.0,2.0,1.0,2.0,9.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,6.0,0
10084,3.0,9.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,6.0,9.0,1.0,6.0,3.0,7.0,1.0,1.0,2.0,2.0,9.0,9.0,5.0,1.0,0
4029,2.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,,3.0,9.0,3.0,1.0,1
1278,1.0,10.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,,1.0,2.0,1.0,3.0,3.0,3.0,6.0,1
8827,3.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,,9.0,9.0,3.0,1.0,9.0,9.0,2.0,6.0,6.0,9.0,99.0,0
10733,1.0,10.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,0
9060,2.0,5.0,1.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,3.0,0
500,1.0,4.0,1.0,6.0,2.0,2.0,6.0,1.0,9.0,2.0,6.0,,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,,99.0,0
6168,1.0,8.0,1.0,,2.0,,2.0,6.0,1.0,9.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,6.0,0
7516,3.0,8.0,1.0,6.0,2.0,2.0,2.0,6.0,9.0,2.0,6.0,6.0,2.0,3.0,1.0,,3.0,9.0,2.0,,1.0,3.0,2.0,1
3490,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,6.0,1
10842,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,2.0,3.0,1.0,Female,9.0,1.0,,1.0,1.0,1.0,3.0,0
11001,2.0,4.0,1.0,6.0,,2.0,9.0,1.0,1.0,1.0,3.0,6.0,9.0,9.0,1.0,2.0,9.0,9.0,2.0,9.0,9.0,9.0,99.0,0
